producer,consumer, energy
44,50,0.001559403
44,51,0.009623526
44,53,2.09E-06
44,54,0.004254293
44,56,0.000125444
44,57,0.002155263
44,58,0.000121119
44,59,0.006859426
44,60,0.003805505
44,61,0.000290901
44,62,0.00048123
44,63,0.002295848
44,64,0.000852156
44,66,0.001897886
44,67,7.45E-05
44,68,0.002107681
44,69,0.000509347
44,70,1.96E-05
44,72,6.69E-05
44,73,0.000163294
44,74,0.00050394
44,75,5.62E-05
44,76,1.21E-05
44,77,0.000104789
44,78,0.000100464
44,79,0.001268502
44,80,0.000983008
44,81,0.00025954
44,82,0.003664921
44,83,5.61E-05
44,84,3.49E-05
44,85,0.003760086
44,86,0.002875487
44,87,0.000192492
44,88,0.002827904
44,93,0.000468253
44,96,0.000574232
44,98,0.004535461
44,99,3.87E-05
44,100,0.000214121
44,101,5.93E-07
44,102,8.00E-06
44,103,0.000957054
44,104,0.000168701
44,105,0.000787271
44,106,0.000507184
44,107,0.000388229
44,108,0.000272517
44,109,0.000237912
44,110,0.001004636
44,111,1.65E-05
44,113,0.000821877
44,114,0.000279006
44,115,0.000653176
44,116,3.18E-06
44,117,0.000210876
44,118,0.000387147
44,120,4.41E-07
44,121,1.06E-05
44,122,2.75E-05
44,124,0.2590306
45,53,7.61E-05
45,54,0.005994746
45,56,0.000176613
45,57,0.000758931
45,58,4.28E-05
45,59,0.002416064
45,60,0.002566438
45,61,0.000196797
45,62,0.000678194
45,63,0.003235549
45,64,0.001200968
45,68,0.002971133
45,70,2.76E-05
45,72,2.36E-05
45,73,0.000231111
45,74,0.000709479
45,75,7.92E-05
45,76,1.71E-05
45,77,0.000147346
45,78,0.00014129
45,79,0.001787323
45,80,0.001384645
45,81,0.000332032
45,82,0.001578415
45,83,5.24E-05
45,84,4.92E-05
45,85,0.005297378
45,86,0.002316152
45,87,0.000407724
45,88,0.00597759
45,93,0.000989032
45,96,0.001213078
45,99,5.46E-05
45,100,0.000300747
45,101,8.36E-07
45,102,9.24E-06
45,103,0.001106101
45,104,0.000195788
45,105,0.000910313
45,106,0.000586355
45,107,0.000449101
45,108,0.000314876
45,109,0.000274507
45,110,0.001161608
45,111,1.92E-05
45,113,0.000949673
45,114,0.00032194
45,115,0.000754894
45,116,3.67E-06
45,117,0.000243221
45,118,0.000447083
45,120,5.10E-07
45,121,1.22E-05
45,122,3.17E-05
45,124,0.2474952
46,29,0.000238321
46,56,2.63E-06
46,57,0.000909863
46,58,5.13E-05
46,59,0.001448105
46,60,3.85E-05
46,63,4.85E-05
46,64,1.80E-05
46,67,7.83E-06
46,68,0.000221154
46,69,5.35E-05
46,70,4.10E-07
46,72,1.41E-05
46,73,1.70E-05
46,74,2.09E-05
46,75,5.84E-06
46,79,2.67E-05
46,80,2.06E-05
46,81,4.95E-06
46,82,2.35E-05
46,85,7.90E-05
46,86,1.92E-05
46,87,6.07E-06
46,88,8.91E-05
46,93,1.47E-05
46,96,1.81E-05
46,123,0.02198313
47,52,9.34E-05
47,53,6.86E-06
47,54,0.000642444
47,55,7.12E-05
47,56,1.89E-05
47,61,0.000155496
47,76,1.54E-06
47,85,0.001643961
47,88,0.000291555
47,98,0.002199451
47,101,8.95E-08
47,102,1.21E-06
47,107,5.87E-05
47,108,4.11E-05
47,113,0.000123783
47,114,4.20E-05
47,115,9.87E-05
47,117,3.18E-05
47,118,5.85E-05
47,120,6.65E-08
47,124,0.03276465
48,50,0.000466049
48,51,0.002874311
48,53,5.75E-06
48,54,0.000184777
48,55,2.61E-05
48,56,5.43E-06
48,60,7.11E-05
48,61,0.000203255
48,62,0.004327891
48,63,8.15E-05
48,64,3.33E-05
48,68,0.000690861
48,69,7.76E-06
48,70,2.54E-06
48,76,3.63E-07
48,78,3.92E-06
48,84,0.000568703
48,88,0.000165273
48,93,5.67E-05
48,97,6.95E-05
48,98,0.000633375
48,107,2.52E-05
48,109,1.54E-05
48,110,6.51E-05
48,113,5.32E-05
48,114,1.81E-05
48,115,4.23E-05
48,117,1.37E-05
48,118,2.50E-05
48,120,2.85E-08
48,124,0.01330601
49,44,0.0246967
49,50,0.007459518
49,51,0.04603454
49,52,1.91E-05
49,53,4.16E-05
49,54,0.002957891
49,55,0.000417309
49,56,8.70E-05
49,60,0.00126723
49,61,0.002295707
49,62,0.004779152
49,63,0.001524349
49,64,0.000592803
49,68,0.01228662
49,69,6.08E-05
49,70,4.51E-05
49,76,8.41E-06
49,78,6.99E-05
49,82,0.000542807
49,83,2.58E-05
49,84,0.000336704
49,85,0.003825158
49,88,0.001343754
49,93,0.001011131
49,96,0.002635472
49,97,0.001236621
49,98,0.01014396
49,100,0.000148966
49,101,4.12E-07
49,102,5.56E-06
49,105,0.000547909
49,106,0.000353029
49,107,0.000270383
49,108,0.000188758
49,109,0.000165291
49,110,0.000698915
49,111,1.15E-05
49,113,0.000571376
49,114,0.00019386
49,115,0.00045404
49,116,2.21E-06
49,117,0.000146925
49,118,0.000269363
49,120,3.06E-07
49,122,1.91E-05
49,124,0.1349488
50,53,0.000439014
50,54,8.17E-05
50,55,1.16E-05
50,60,3.48E-05
50,61,9.98E-05
50,62,0.000130748
50,63,4.19E-05
50,64,1.63E-05
50,70,1.24E-06
50,76,1.96E-07
50,78,1.91E-06
50,88,3.69E-05
50,97,3.39E-05
50,98,0.000278503
50,114,5.31E-06
50,124,0.0028892
51,53,0.00021143
51,54,0.000498732
51,55,8.96E-05
51,56,1.47E-05
51,60,0.000213453
51,61,0.000608999
51,62,0.000806266
51,63,0.000256953
51,64,9.98E-05
51,70,7.61E-06
51,76,1.20E-06
51,78,1.17E-05
51,88,0.000226604
51,97,0.000208395
51,98,0.001710661
51,101,6.95E-08
51,102,2.14E-06
51,107,0.000104198
51,108,7.30E-05
51,109,6.38E-05
51,110,0.000270104
51,111,4.45E-06
51,113,0.000220535
51,114,7.49E-05
51,115,0.000175011
51,116,8.53E-07
51,117,5.67E-05
51,118,0.000104198
51,120,1.18E-07
51,124,0.01315721
52,53,1.54E-05
52,55,2.69E-06
52,61,2.33E-05
52,76,4.80E-08
52,88,9.05E-06
52,98,3.16E-06
52,124,0.000598905
53,123,0.000746959
54,112,0.000120559
54,123,0.05674864
55,92,6.35E-05
55,112,8.07E-06
55,117,9.16E-05
55,123,0.000499592
56,92,4.61E-05
56,123,0.00097629
57,53,9.44E-06
57,55,3.41E-05
57,66,0.001653912
57,70,1.41E-05
57,76,5.83E-07
57,77,4.48E-05
57,78,5.72E-06
57,79,7.23E-05
57,80,5.60E-05
57,86,0.000259994
57,90,1.07E-05
57,92,0.006363302
57,99,1.66E-05
57,101,1.05E-06
57,102,1.72E-05
57,103,0.002892708
57,104,0.00052982
57,105,0.000440242
57,106,0.000388899
57,107,0.000169324
57,108,0.000220667
57,111,4.57E-05
57,113,8.44E-05
57,114,1.29E-05
57,115,9.20E-05
57,116,2.67E-06
57,121,0.000174786
57,123,0.007347565
58,53,1.32E-07
58,55,4.75E-07
58,66,2.30E-05
58,70,1.96E-07
58,77,6.23E-07
58,78,7.96E-08
58,79,1.04E-06
58,80,8.04E-07
58,86,3.61E-06
58,90,1.50E-07
58,92,8.85E-06
58,99,4.60E-07
58,123,0.000379844
59,53,4.24E-05
59,55,0.00014848
59,60,0.001897915
59,62,0.003907947
59,66,0.007151271
59,70,6.10E-05
59,76,2.75E-06
59,77,0.000193933
59,78,2.47E-05
59,79,0.000313121
59,80,0.000242416
59,85,0.002234267
59,86,0.001226221
59,87,7.13E-05
59,90,4.65E-05
59,92,0.002751421
59,99,7.17E-05
59,101,2.27E-06
59,102,7.41E-05
59,103,0.006254332
59,104,0.00076462
59,105,0.003806941
59,106,0.001681761
59,107,0.000733308
59,108,0.000953503
59,111,9.88E-05
59,113,0.000365644
59,114,5.57E-05
59,115,0.000397966
59,116,1.15E-05
59,121,0.000505033
59,123,0.02957172
60,62,0.000555677
60,86,0.000299211
60,101,5.04E-07
60,102,4.12E-06
60,103,0.001388221
60,104,0.000254523
60,105,0.000210808
60,111,2.20E-05
60,112,1.94E-05
60,117,2.93E-05
60,121,2.81E-05
60,123,0.00850322
61,34,0.005395336
61,53,1.27E-05
61,55,2.72E-05
61,87,1.30E-05
61,105,0.000698633
61,112,3.21E-05
61,117,0.000145549
61,121,0.000139526
61,123,0.01411219
62,53,2.73E-05
62,56,1.80E-05
62,60,0.000262211
62,63,0.000321158
62,64,1.55E-05
62,76,1.74E-06
62,78,4.82E-06
62,101,3.31E-07
62,103,0.003646564
62,104,0.000222575
62,105,0.001109824
62,111,1.44E-05
62,112,2.55E-05
62,117,0.000231721
62,121,0.000110779
62,124,0.005940403
63,53,7.68E-06
63,56,5.80E-06
63,60,8.44E-05
63,61,0.0005052
63,76,4.74E-07
63,79,5.88E-05
63,80,4.56E-05
63,86,0.000210824
63,87,1.34E-05
63,96,0.000439135
63,100,9.72E-06
63,101,3.70E-07
63,102,3.02E-06
63,103,0.001019143
63,104,0.000186535
63,105,0.000155446
63,106,0.000136987
63,108,7.76E-05
63,111,1.61E-05
63,112,1.43E-05
63,117,2.16E-05
63,121,0.000102983
63,124,0.003450901
64,53,4.05E-06
64,56,3.06E-06
64,61,0.000398659
64,76,2.50E-07
64,87,7.07E-06
64,96,0.000296746
64,100,5.25E-06
64,105,0.000188838
64,112,8.67E-06
64,117,3.94E-05
64,124,0.002378962
65,66,0.000132791
65,77,2.16E-05
65,90,5.17E-06
65,92,0.000305705
65,99,7.97E-06
65,101,5.04E-07
65,102,4.13E-06
65,103,0.001390959
65,104,0.000255073
65,105,0.000212083
65,111,2.20E-05
65,112,3.89E-05
65,117,8.83E-05
65,121,2.81E-05
65,123,0.004140396
66,77,7.43E-05
66,90,1.78E-05
66,92,0.001054522
66,99,2.49E-05
66,101,1.93E-06
66,102,1.58E-05
66,103,0.002662843
66,104,0.00065094
66,105,0.000810169
66,111,8.41E-05
66,112,7.45E-05
66,117,0.000113163
66,121,0.000107155
66,123,0.02017111
67,29,1.84E-05
67,53,2.13E-06
67,55,4.92E-06
67,66,0.000117842
67,79,1.03E-05
67,80,7.98E-06
67,86,3.70E-05
67,87,2.35E-06
67,92,9.03E-05
67,102,2.45E-06
67,103,0.000205975
67,104,5.03E-05
67,105,0.000125764
67,106,0.00011091
67,107,4.82E-05
67,108,6.28E-05
67,116,7.60E-07
67,123,0.00145767
68,29,0.000712903
68,53,4.64E-05
68,55,0.000186878
68,60,1.16E-05
68,62,0.002639026
68,63,0.000341126
68,64,0.000132495
68,66,0.004514722
68,76,3.77E-06
68,77,0.000244226
68,78,1.56E-05
68,79,0.000394519
68,80,0.00030553
68,85,0.002819971
68,86,0.001547424
68,87,9.00E-05
68,90,5.86E-05
68,92,0.003472559
68,99,9.05E-05
68,100,6.62E-05
68,101,2.87E-06
68,102,9.36E-05
68,103,0.007893348
68,104,0.00192909
68,105,0.00240271
68,106,0.004246766
68,107,0.001850977
68,108,0.002406665
68,109,8.26E-05
68,110,0.000199732
68,111,0.000124585
68,113,0.000921533
68,114,0.000140405
68,115,0.001003601
68,116,2.92E-05
68,118,3.54E-05
68,121,0.000319373
68,123,0.02490414
69,53,1.15E-05
69,55,3.84E-05
69,62,0.000541404
69,66,0.000110808
69,76,5.95E-07
69,77,5.03E-05
69,78,6.42E-06
69,79,8.11E-05
69,80,6.28E-05
69,85,0.000613332
69,86,0.000264384
69,87,0.000018468
69,90,1.21E-05
69,92,0.000713448
69,99,1.69E-05
69,101,6.53E-07
69,102,0.000021384
69,103,0.000900072
69,104,0.000219672
69,105,0.000548208
69,106,0.000969084
69,107,0.000421848
69,108,0.00054918
69,109,1.89E-05
69,110,4.57E-05
69,111,2.85E-05
69,113,0.000209952
69,114,0.000032076
69,115,0.000229392
69,116,6.65E-06
69,118,8.09E-06
69,121,7.28E-05
69,123,0.009014329
70,117,7.55E-06
70,121,7.21E-06
70,123,5.99E-05
71,76,5.45E-08
71,79,6.74E-06
71,80,5.23E-06
71,82,0.000209865
71,85,4.82E-05
71,92,5.93E-05
71,102,1.60E-06
71,104,3.30E-05
71,105,8.21E-05
71,106,7.26E-05
71,107,3.17E-05
71,108,4.11E-05
71,116,4.98E-07
71,123,0.001175246
72,34,0.002252644
72,55,1.63E-05
72,66,0.000873618
72,76,2.98E-07
72,77,2.26E-05
72,78,5.78E-06
72,90,5.43E-06
72,92,0.000320797
72,99,7.60E-06
72,101,2.95E-07
72,102,9.61E-06
72,103,0.000811073
72,104,0.000197724
72,105,0.000247155
72,106,0.0004358
72,107,0.000189654
72,108,0.000247155
72,111,1.28E-05
72,113,9.46E-05
72,114,1.44E-05
72,115,0.000102897
72,116,3.00E-06
72,121,9.83E-05
72,123,0.004380197
73,55,6.05E-06
73,76,3.31E-07
73,79,3.76E-05
73,80,2.91E-05
73,85,0.000268771
73,101,2.73E-07
73,102,8.92E-06
73,103,0.001503344
73,104,0.000275662
73,105,0.000228406
73,106,0.000404633
73,107,0.000176227
73,108,0.00022939
73,111,1.19E-05
73,113,8.78E-05
73,114,1.34E-05
73,115,9.56E-05
73,116,2.78E-06
73,121,3.04E-05
73,123,0.004900882
74,55,2.54E-05
74,76,4.72E-07
74,79,5.37E-05
74,80,4.15E-05
74,85,0.00038348
74,101,3.89E-07
74,102,1.27E-05
74,103,0.001073545
74,104,0.000130823
74,105,0.000653115
74,106,0.000577218
74,107,0.000251659
74,108,0.000327556
74,110,2.73E-05
74,111,1.70E-05
74,113,0.000124831
74,114,1.91E-05
74,115,0.000136815
74,116,3.96E-06
74,121,4.33E-05
74,123,0.006240543
75,55,6.60E-06
75,76,1.23E-07
75,79,1.41E-05
75,80,1.09E-05
75,85,0.000100534
75,101,1.02E-07
75,102,3.34E-06
75,103,0.000281109
75,105,0.000342266
75,106,0.000151284
75,107,6.60E-05
75,108,8.57E-05
75,111,4.44E-06
75,113,3.28E-05
75,114,5.01E-06
75,115,3.57E-05
75,116,1.04E-06
75,123,0.001692018
76,123,1.21E-05
77,112,5.24E-06
77,117,2.37E-05
77,121,1.90E-05
77,123,0.000866851
78,112,7.92E-06
78,117,3.59E-05
78,123,0.001535586
79,55,5.08E-06
79,92,0.000354881
79,101,2.97E-07
79,102,4.86E-06
79,103,0.000818957
79,104,0.000199865
79,105,0.000249587
79,111,1.30E-05
79,112,2.29E-05
79,117,3.46E-05
79,121,3.31E-05
79,123,0.003463993
80,105,0.000319017
80,112,1.47E-05
80,117,3.33E-05
80,121,2.12E-05
80,123,0.002601138
81,53,7.95E-06
81,55,7.12E-05
81,76,5.85E-07
81,77,4.49E-05
81,78,5.75E-06
81,79,6.10E-05
81,80,4.72E-05
81,82,0.001034404
81,85,0.000435539
81,86,0.000239157
81,87,1.39E-05
81,92,0.000535674
81,100,1.03E-05
81,101,8.85E-07
81,102,1.45E-05
81,105,0.000370402
81,106,0.000655252
81,107,0.000285822
81,108,0.000371375
81,110,3.09E-05
81,111,3.85E-05
81,112,3.41E-05
81,113,0.000141939
81,114,2.17E-05
81,115,0.000154577
81,116,4.50E-06
81,117,5.15E-05
81,121,0.000245963
81,123,0.00964796
81,124,0.005302295
82,53,2.03E-05
82,55,7.07E-05
82,76,2.41E-07
82,101,2.17E-06
82,102,1.78E-05
82,103,0.005991858
82,104,0.00109891
82,105,0.000911574
82,111,9.46E-05
82,112,8.38E-05
82,117,0.0001265
82,121,0.000605463
82,123,0.02869332
83,55,4.84E-06
83,101,7.42E-08
83,103,0.000204566
83,104,3.75E-05
83,111,3.22E-06
83,112,2.86E-06
83,117,4.33E-06
83,121,8.26E-06
83,123,0.00018898
84,53,3.99E-05
84,55,0.000144952
84,62,0.002041891
84,76,3.36E-06
84,77,0.000189404
84,78,4.84E-06
84,79,0.000305366
84,80,0.000236755
84,92,0.002687411
84,99,7.00E-05
84,101,4.44E-06
84,102,3.62E-05
84,103,0.01221366
84,104,0.002239026
84,105,0.001858286
84,106,0.00164279
84,108,0.000930592
84,111,0.000193269
84,112,0.000171043
84,117,0.000258015
84,121,0.000493803
84,123,0.06617642
85,55,2.29E-05
85,92,0.001279501
85,101,2.11E-06
85,102,1.73E-05
85,103,0.005816371
85,104,0.00106625
85,105,0.000885342
85,111,9.19E-05
85,112,8.14E-05
85,117,0.000123301
85,121,0.000352722
85,123,0.02347368
86,92,3.13E-05
86,101,5.19E-07
86,111,2.25E-05
86,112,8.00E-05
86,117,0.000363054
86,121,0.000115239
86,123,0.0101645
87,112,5.26E-06
87,117,2.38E-05
87,123,0.001546118
88,112,7.08E-05
88,117,0.000642703
88,121,0.000306571
88,123,0.01446356
89,55,4.87E-06
89,92,9.09E-05
89,99,2.37E-06
89,101,1.50E-07
89,103,0.000414224
89,104,5.06E-05
89,111,6.54E-06
89,112,5.80E-06
89,117,8.76E-06
89,121,4.18E-05
89,123,0.001532531
90,123,0.000100984
91,53,1.73E-05
91,55,6.27E-05
91,76,1.07E-06
91,82,0.001075572
91,85,0.001890338
91,92,0.000194088
91,105,0.001610325
91,112,7.40E-05
91,117,0.000335611
91,121,0.000534753
91,123,0.02519001
91,124,0.0125763
92,112,9.76E-05
92,117,0.000442847
92,121,7.05E-05
92,123,0.011516
93,29,6.14E-05
93,53,4.48E-06
93,56,3.38E-06
93,60,4.93E-05
93,63,6.21E-05
93,64,2.30E-05
93,76,2.77E-07
93,78,2.72E-06
93,85,0.000245986
93,92,0.000301532
93,96,0.000328313
93,100,5.77E-06
93,101,2.49E-07
93,102,8.13E-06
93,103,0.000343191
93,104,8.38E-05
93,105,0.000209287
93,106,0.00036898
93,107,0.000160685
93,108,0.000209287
93,111,1.08E-05
93,113,8.01E-05
93,114,1.22E-05
93,115,8.73E-05
93,116,2.53E-06
93,121,2.78E-05
93,123,0.004105394
94,29,4.41E-05
94,56,2.16E-05
94,60,0.000314022
94,62,0.001463123
94,63,0.000378411
94,64,0.00014661
94,70,5.52E-06
94,76,1.76E-06
94,78,1.73E-05
94,79,0.000218924
94,80,0.000169393
94,85,0.001563174
94,86,0.000857864
94,87,4.99E-05
94,92,0.002888603
94,96,0.002092157
94,101,1.58E-06
94,102,5.19E-05
94,103,0.002188246
94,104,0.000534927
94,105,0.001332363
94,106,0.002354667
94,107,0.001026266
94,108,0.001334345
94,109,4.58E-05
94,110,0.000110948
94,111,6.91E-05
94,113,0.000511152
94,114,7.80E-05
94,115,0.00055672
94,116,1.61E-05
94,118,1.96E-05
94,121,0.000177318
94,123,0.007776246
94,124,0.01074806
95,29,5.12E-05
95,56,2.82E-06
95,60,0.00031729
95,62,0.000191175
95,63,5.17E-05
95,64,1.92E-05
95,70,4.31E-05
95,76,2.31E-07
95,78,2.26E-06
95,79,3.73E-05
95,80,2.89E-05
95,85,0.000204187
95,86,0.000112103
95,87,6.53E-06
95,92,0.001104009
95,96,0.000356326
95,101,2.07E-07
95,102,6.79E-06
95,103,0.000286262
95,104,6.99E-05
95,105,0.000174159
95,106,0.000307281
95,107,0.000134123
95,108,0.000174159
95,111,9.03E-06
95,113,6.68E-05
95,114,1.02E-05
95,115,7.28E-05
95,116,2.11E-06
95,121,2.31E-05
95,123,0.000539493
95,124,0.000619566
96,34,0.001609453
96,55,2.61E-05
96,60,7.91E-05
96,76,4.46E-07
96,100,9.28E-06
96,101,8.00E-07
96,102,1.30E-05
96,103,0.002203024
96,104,0.000403823
96,105,0.000335708
96,111,3.47E-05
96,112,6.16E-05
96,117,6.99E-05
96,121,4.45E-05
96,123,0.002477429
96,124,0.003450496
97,55,5.71E-05
97,62,0.000805442
97,85,0.000860227
97,87,2.75E-05
97,92,0.001060146
97,99,2.76E-05
97,101,8.68E-07
97,102,1.41E-05
97,103,0.002390374
97,104,0.000584378
97,105,0.000727589
97,111,3.78E-05
97,112,6.69E-05
97,117,0.000100921
97,121,0.000290267
97,123,0.01301586
98,90,1.93E-05
98,92,0.001141852
98,99,2.71E-05
98,101,9.43E-07
98,102,1.54E-05
98,103,0.001298907
98,104,0.000318059
98,105,0.000791197
98,111,4.10E-05
98,112,7.27E-05
98,117,0.000164956
98,121,0.000104703
98,123,0.01298808
99,55,3.86E-06
99,66,0.000113807
99,77,9.98E-07
99,90,2.40E-07
99,92,1.31E-05
99,121,2.90E-06
99,123,0.000109814
100,53,3.49E-06
100,55,8.23E-07
100,60,1.13E-05
100,62,5.31E-05
100,70,1.54E-06
100,76,2.82E-07
100,78,2.77E-06
100,79,3.50E-05
100,80,2.71E-05
100,85,0.000249811
100,86,0.000125874
100,87,7.97E-06
100,92,7.03E-05
100,96,0.000336954
100,101,5.07E-07
100,102,8.29E-06
100,103,0.005587817
100,104,0.000256588
100,105,0.000850131
100,106,0.000187842
100,107,8.19E-05
100,108,0.000106508
100,111,2.21E-05
100,112,1.96E-05
100,113,4.08E-05
100,114,6.22E-06
100,115,4.44E-05
100,116,1.29E-06
100,117,0.000177191
100,121,5.64E-05
100,123,0.000202366
100,124,0.000202366
101,123,6.25E-06
102,123,0.000116326
103,112,9.23E-05
103,123,0.01615639
104,112,1.63E-05
104,123,0.002849928
105,112,3.52E-05
105,117,3.09E-05
105,123,0.006143412
106,112,2.26E-05
106,117,1.98E-05
106,123,0.003946924
107,112,1.07E-05
107,123,0.001869212
108,112,1.28E-05
108,123,0.002239414
109,112,8.08E-06
109,123,0.002303022
110,112,1.64E-05
110,123,0.003642736
111,123,0.00028364
112,123,0.00033353
113,112,1.15E-05
113,123,0.002009964
114,112,3.51E-06
114,123,0.000615469
115,112,1.07E-05
115,123,0.001871587
116,123,2.24E-05
117,123,0.003518312
118,117,3.57E-05
118,123,0.002566613
119,117,1.76E-05
119,123,0.001276506
120,123,9.24E-06
121,123,0.001131121
122,123,0.001581473
123,16,84.10699
123,17,4.053562
123,18,0.07343264
123,19,0.3579911
123,20,0.1700192
123,21,0.5597677
123,22,0.01011706
123,23,0.3357872
123,27,0.1079814
123,31,0.34569
123,37,0.1811985
123,124,129.1526
124,24,83.53754
124,25,5.393528
124,26,26.34959
124,30,0.1264025
124,32,0.1896362
124,35,0.9684554
124,36,0.1237943
124,38,0.307373
124,39,0.04474781
124,40,0.118451
124,41,0.1320684
124,44,0.02455555
124,45,0.4292985
124,48,0.01972458
124,49,0.178904
124,50,0.000563038
124,51,0.003472573
124,61,0.001067235
124,91,0.03050447
125,15,138.1003